-0.000937469,-0.785664708,-0.086965133,-2.353722963,0.001986595,1.567045055,0.787547534
-0.000937469,-0.785664708,-0.087959391,-2.354806184,0.001853711,1.567045055,0.786721486
-0.000937469,-0.785664708,-0.08876065,-2.355726903,0.001699525,1.567045055,0.786155011
-0.000937469,-0.785664708,-0.089389511,-2.356500094,0.001527666,1.567045055,0.786155011
-0.000937469,-0.785664708,-0.089866578,-2.357140733,0.001341764,1.567045055,0.786155011
-0.000937469,-0.785664708,-0.090212453,-2.357663793,0.001145451,1.567045055,0.786155011
-0.00126342,-0.785530228,-0.090447738,-2.358084251,0.000942356,1.567749364,0.786155011
-0.001555158,-0.785440829,-0.090593035,-2.358417081,0.000736109,1.568344391,0.786155011
-0.001812901,-0.785440829,-0.090668947,-2.358677257,0.00053034,1.568837727,0.786486541
-0.002036866,-0.785440829,-0.090695027,-2.358879756,0.000328681,1.569236962,0.786876752
-0.002216023,-0.785440829,-0.090696077,-2.35903955,0.00020127,1.569470808,0.78728073
-0.00222727,-0.785440829,-0.090947279,-2.359603247,0.00013476,1.569549685,0.78728073
-0.00222727,-0.785440829,-0.091072412,-2.359707296,5.09E-05,1.569729666,0.78728073
-0.00222727,-0.785525302,-0.091248932,-2.359733589,4.20E-05,1.569937991,0.78728073
-0.00222727,-0.785586619,-0.091293478,-2.359733589,-0.000133689,1.569962685,0.78728073
-0.002347869,-0.785668123,-0.091584297,-2.359733589,-0.000485008,1.569962685,0.78728073
-0.002391493,-0.78567309,-0.091654995,-2.359733589,-0.001327794,1.569962685,0.787276131
-0.002391493,-0.78579919,-0.091893654,-2.359733589,-0.00134521,1.569937991,0.787023393
-0.002391493,-0.785895204,-0.092063095,-2.359707296,-0.001683782,1.569963474,0.786695012
-0.002164717,-0.785939347,-0.092087968,-2.359338211,-0.002017418,1.569978244,0.786490485
-0.002114502,-0.785992252,-0.092240004,-2.358851453,-0.002340548,1.569978244,0.786120474
